,Unnamed: 0,size,isEmpty,peek_obj_type,calledMethod,size_p,isEmpty_p,peek_obj_type_p,calledMethod_p,diff,testId,instanceId,Matched_LHS,RuleMatched_LHS,Matched,RuleMatched,Violated,RuleViolated
10,18,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","calledMethod == ""push""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""pop""",Yes,1597059728734:5c3e0abe-484c-4175-b170-3e294f546b5c,1597059728734:9df7b216-89d7-4ebf-92af-4e6ebd182f60,0,,4,"['16', '36', '37', '38']",0,
11,19,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","calledMethod == ""pop""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""push""",Yes,1597059728734:5c3e0abe-484c-4175-b170-3e294f546b5c,1597059728734:9df7b216-89d7-4ebf-92af-4e6ebd182f60,0,,11,"['9', '10', '11', '22', '23', '24', '26', '27', '33', '42', '47']",0,
12,20,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""pop""",No,1597059728734:5c3e0abe-484c-4175-b170-3e294f546b5c,1597059728734:9df7b216-89d7-4ebf-92af-4e6ebd182f60,0,,25,"['1', '2', '4', '5', '14', '15', '16', '17', '18', '20', '21', '28', '29', '30', '31', '32', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
13,21,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","calledMethod_p == ""clear""",Yes,1597059728734:5c3e0abe-484c-4175-b170-3e294f546b5c,1597059728734:9df7b216-89d7-4ebf-92af-4e6ebd182f60,3,"['23', '24', '27']",3,"['10', '19', '38']",3,"['23', '24', '27']"
14,23,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",x,x,x,x,No,1597059728734:5c3e0abe-484c-4175-b170-3e294f546b5c,1597059728734:6636449c-352e-446c-b615-b8d1248af253,0,,12,"['1', '2', '14', '15', '17', '18', '28', '29', '30', '31', '32', '34']",0,
15,24,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","calledMethod_p == ""clear""",Yes,1597059728734:5c3e0abe-484c-4175-b170-3e294f546b5c,1597059728734:6636449c-352e-446c-b615-b8d1248af253,3,"['23', '24', '27']",2,"['10', '38']",3,"['23', '24', '27']"
16,39,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","calledMethod_p == ""pop""",Yes,1597059728733:c8b6b625-a815-4f17-964d-c94e5de79d2b,1597059728733:e9e1fcd6-f68d-4e33-950e-62f9316d0912,3,"['23', '24', '27']",2,"['10', '38']",3,"['23', '24', '27']"
17,40,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""pop""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","calledMethod_p == ""push""",No,1597059728733:c8b6b625-a815-4f17-964d-c94e5de79d2b,1597059728733:e9e1fcd6-f68d-4e33-950e-62f9316d0912,0,,28,"['0', '1', '2', '4', '5', '9', '11', '14', '15', '16', '17', '18', '20', '21', '28', '29', '30', '31', '32', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
18,44,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","calledMethod == ""push""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","calledMethod_p == ""pop""",Yes,1597059728733:c8b6b625-a815-4f17-964d-c94e5de79d2b,1597059728733:c9c4c45c-c740-43aa-8dec-16470840d6d9,3,"['23', '24', '27']",2,"['10', '38']",3,"['23', '24', '27']"
19,45,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","calledMethod == ""push""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","calledMethod_p == ""push""",Yes,1597059728733:c8b6b625-a815-4f17-964d-c94e5de79d2b,1597059728733:c9c4c45c-c740-43aa-8dec-16470840d6d9,0,,12,"['0', '6', '7', '8', '9', '13', '16', '35', '36', '37', '38', '42']",0,
20,49,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""",No,1597059728733:c8b6b625-a815-4f17-964d-c94e5de79d2b,1597059728733:bed95e1b-d024-4776-8fa0-7a6809a2b2a6,0,,27,"['0', '1', '2', '4', '5', '9', '14', '15', '16', '17', '18', '20', '21', '28', '29', '30', '31', '32', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
21,50,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","calledMethod_p == ""clear""",No,1597059728733:c8b6b625-a815-4f17-964d-c94e5de79d2b,1597059728733:bed95e1b-d024-4776-8fa0-7a6809a2b2a6,0,,12,"['1', '2', '14', '15', '17', '18', '28', '29', '30', '31', '32', '34']",0,
22,53,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597059728733:c8b6b625-a815-4f17-964d-c94e5de79d2b,1597059728733:bed95e1b-d024-4776-8fa0-7a6809a2b2a6,0,,15,"['0', '3', '6', '7', '8', '9', '13', '16', '19', '25', '35', '36', '37', '38', '42']",0,
23,54,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","calledMethod == ""push""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597059728733:c8b6b625-a815-4f17-964d-c94e5de79d2b,1597059728733:bed95e1b-d024-4776-8fa0-7a6809a2b2a6,0,,11,"['3', '6', '7', '8', '9', '13', '33', '35', '37', '38', '42']",0,
24,55,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""pop""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""push""",Yes,1597059728733:c8b6b625-a815-4f17-964d-c94e5de79d2b,1597059728733:bed95e1b-d024-4776-8fa0-7a6809a2b2a6,0,,7,"['9', '11', '19', '25', '26', '42', '47']",0,
25,56,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""pop""",No,1597059728733:c8b6b625-a815-4f17-964d-c94e5de79d2b,1597059728733:bed95e1b-d024-4776-8fa0-7a6809a2b2a6,0,,26,"['1', '2', '3', '4', '5', '14', '15', '17', '18', '20', '21', '28', '29', '30', '31', '32', '33', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
26,57,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""pop""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","calledMethod_p == ""clear""",No,1597059728733:c8b6b625-a815-4f17-964d-c94e5de79d2b,1597059728733:bed95e1b-d024-4776-8fa0-7a6809a2b2a6,0,,12,"['1', '2', '14', '15', '17', '18', '28', '29', '30', '31', '32', '34']",0,
27,69,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","calledMethod == ""push""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","calledMethod_p == ""pop""",Yes,1597059728733:c8b6b625-a815-4f17-964d-c94e5de79d2b,1597059728733:79dc3983-b886-437b-b06c-730038c5ff7f,3,"['23', '24', '27']",2,"['10', '38']",3,"['23', '24', '27']"
28,70,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","calledMethod == ""push""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""push""",Yes,1597059728733:c8b6b625-a815-4f17-964d-c94e5de79d2b,1597059728733:79dc3983-b886-437b-b06c-730038c5ff7f,0,,12,"['0', '6', '7', '8', '9', '13', '16', '35', '36', '37', '38', '42']",0,
29,75,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597059728733:c8b6b625-a815-4f17-964d-c94e5de79d2b,1597059728733:462ce6f8-b849-4312-87c8-35b4cbfc8841,0,,9,"['6', '7', '8', '9', '13', '35', '37', '38', '42']",0,
30,99,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""pop""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""",No,1597059728733:0bc575c6-7524-4c65-982f-5a8512980145,1597059728734:2fe2d763-429f-41c4-a6b2-68841a7e3621,0,,28,"['0', '1', '2', '4', '5', '9', '11', '14', '15', '16', '17', '18', '20', '21', '28', '29', '30', '31', '32', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
31,124,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","calledMethod_p == ""push""",Yes,1597059728733:0bc575c6-7524-4c65-982f-5a8512980145,1597059728733:820e153b-78d3-4294-bd74-73cea6be1dab,0,,11,"['6', '7', '8', '9', '13', '19', '25', '35', '37', '38', '42']",0,
32,125,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597059728733:0bc575c6-7524-4c65-982f-5a8512980145,1597059728733:820e153b-78d3-4294-bd74-73cea6be1dab,0,,10,"['3', '6', '7', '8', '9', '13', '35', '37', '38', '42']",0,
33,126,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",No,1597059728733:0bc575c6-7524-4c65-982f-5a8512980145,1597059728733:820e153b-78d3-4294-bd74-73cea6be1dab,0,,25,"['1', '2', '4', '5', '9', '14', '15', '17', '18', '20', '21', '28', '29', '30', '31', '32', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
34,134,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",No,1597059728733:0bc575c6-7524-4c65-982f-5a8512980145,1597059728733:3b7b3835-c4ab-4f1c-8c93-972006523e6f,0,,25,"['1', '2', '4', '5', '9', '14', '15', '17', '18', '20', '21', '28', '29', '30', '31', '32', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
35,138,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""",x,x,x,x,Yes,1597059728732:d3cfdd52-cbbe-4c8c-b9fa-333609b2f2d4,1597059728732:ed70de71-d051-4373-bb3f-e5a26c7fa877,3,"['23', '24', '27']",3,"['10', '19', '38']",3,"['23', '24', '27']"
36,142,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""pop""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597059728732:d3cfdd52-cbbe-4c8c-b9fa-333609b2f2d4,1597059728732:ad344f5e-a2b8-47cb-a9c0-087e9385a0d8,0,,11,"['9', '10', '11', '22', '23', '24', '26', '27', '33', '42', '47']",0,
37,143,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""pop""",No,1597059728732:d3cfdd52-cbbe-4c8c-b9fa-333609b2f2d4,1597059728732:ad344f5e-a2b8-47cb-a9c0-087e9385a0d8,0,,25,"['1', '2', '4', '5', '14', '15', '16', '17', '18', '20', '21', '28', '29', '30', '31', '32', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
38,175,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""pop""",Yes,1597059728732:d3cfdd52-cbbe-4c8c-b9fa-333609b2f2d4,1597059728732:060c23e9-809b-4911-add4-6ee5bd24e06c,0,,4,"['16', '36', '37', '38']",0,
39,176,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",No,1597059728732:d3cfdd52-cbbe-4c8c-b9fa-333609b2f2d4,1597059728732:060c23e9-809b-4911-add4-6ee5bd24e06c,0,,26,"['1', '2', '4', '5', '9', '14', '15', '17', '18', '20', '21', '28', '29', '30', '31', '32', '33', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
40,179,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",No,1597059728732:d3cfdd52-cbbe-4c8c-b9fa-333609b2f2d4,1597059728732:060c23e9-809b-4911-add4-6ee5bd24e06c,0,,28,"['0', '1', '2', '3', '4', '5', '9', '14', '15', '16', '17', '18', '20', '21', '28', '29', '30', '31', '32', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
41,196,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",No,1597059728732:c2a1e0dd-8ff7-4206-990c-fb524f9a042c,1597059728732:fb5ed840-bc47-45af-bfe6-71f774cd2107,0,,27,"['1', '2', '3', '4', '5', '9', '14', '15', '17', '18', '20', '21', '28', '29', '30', '31', '32', '33', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
42,254,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""pop""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""pop""",No,1597059728732:49980a46-1f2e-48ce-a292-f3fdc05292ea,1597059728732:db711cfb-acea-4fcb-b165-aa9ed9a1b0d1,0,,25,"['1', '2', '4', '5', '14', '15', '16', '17', '18', '20', '21', '28', '29', '30', '31', '32', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
43,255,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","calledMethod_p == ""pop""",Yes,1597059728732:49980a46-1f2e-48ce-a292-f3fdc05292ea,1597059728732:db711cfb-acea-4fcb-b165-aa9ed9a1b0d1,3,"['23', '24', '27']",3,"['10', '19', '38']",3,"['23', '24', '27']"
44,285,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""push""",Yes,1597059728731:ebf47e13-f758-46a0-a4b1-2a059448b77f,1597059728731:fab3a02d-1919-496a-bc2f-542a156d4ee8,0,,9,"['6', '7', '8', '9', '13', '35', '37', '38', '42']",0,
45,286,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","calledMethod == ""pop""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597059728731:ebf47e13-f758-46a0-a4b1-2a059448b77f,1597059728731:fab3a02d-1919-496a-bc2f-542a156d4ee8,0,,5,"['9', '11', '26', '42', '47']",0,
46,287,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""pop""",Yes,1597059728731:ebf47e13-f758-46a0-a4b1-2a059448b77f,1597059728731:fab3a02d-1919-496a-bc2f-542a156d4ee8,0,,2,"['37', '38']",0,
47,288,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",No,1597059728731:ebf47e13-f758-46a0-a4b1-2a059448b77f,1597059728731:fab3a02d-1919-496a-bc2f-542a156d4ee8,0,,25,"['1', '2', '4', '5', '9', '14', '15', '17', '18', '20', '21', '28', '29', '30', '31', '32', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
48,291,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""pop""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","calledMethod_p == ""pop""",No,1597059728731:ebf47e13-f758-46a0-a4b1-2a059448b77f,1597059728731:fab3a02d-1919-496a-bc2f-542a156d4ee8,0,,12,"['1', '2', '14', '15', '17', '18', '28', '29', '30', '31', '32', '34']",0,
49,327,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""push""",No,1597059728731:ebf47e13-f758-46a0-a4b1-2a059448b77f,1597059728731:597e3889-4c96-4084-9ada-f291650769c1,0,,27,"['0', '1', '2', '4', '5', '9', '14', '15', '16', '17', '18', '20', '21', '28', '29', '30', '31', '32', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
50,360,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""pop""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""push""",No,1597059728731:49003649-0560-43c7-8e56-b9d6d1741448,1597059728731:52cd74aa-a0cd-4ae4-b9ed-f0764def709e,0,,28,"['0', '1', '2', '4', '5', '9', '11', '14', '15', '16', '17', '18', '20', '21', '28', '29', '30', '31', '32', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
51,374,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","calledMethod == ""push""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597059728731:49003649-0560-43c7-8e56-b9d6d1741448,1597059728731:3a5573d5-69cc-4f89-b49a-4bd088b7fa50,0,,9,"['6', '7', '8', '9', '13', '35', '37', '38', '42']",0,
52,414,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597059728730:d3ee54de-3039-467d-a5ed-4e5d674e09a9,1597059728730:38f1902a-bcf3-4f35-9dc6-7ae5bebd3da8,0,,12,"['6', '7', '8', '9', '13', '19', '25', '33', '35', '37', '38', '42']",0,
53,437,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","calledMethod_p == ""push""",No,1597059728730:b15a8c83-7cb9-4396-b43d-e1543cb3e937,1597059728730:9bab83f8-b2c3-4bc5-bc92-29f33188a341,0,,27,"['0', '1', '2', '4', '5', '9', '14', '15', '16', '17', '18', '20', '21', '28', '29', '30', '31', '32', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
54,457,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""pop""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""pop""",No,1597059728730:b15a8c83-7cb9-4396-b43d-e1543cb3e937,1597059728730:1cf92891-2232-41f0-bff3-a18d2841e8bc,0,,25,"['1', '2', '4', '5', '14', '15', '16', '17', '18', '20', '21', '28', '29', '30', '31', '32', '34', '39', '40', '41', '43', '44', '45', '46', '48']",0,
55,527,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""pop""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597059728729:91795ee4-b95a-4b20-81ff-041bd9d95748,1597059728729:6cdff1f5-1007-41ec-a958-f9f4253e65f9,0,,5,"['9', '11', '26', '42', '47']",0,
56,528,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""pop""",Yes,1597059728729:91795ee4-b95a-4b20-81ff-041bd9d95748,1597059728729:6cdff1f5-1007-41ec-a958-f9f4253e65f9,0,,3,"['33', '37', '38']",0,
57,540,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Object""","calledMethod == ""push""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","calledMethod_p == ""clear""",Yes,1597059728729:91795ee4-b95a-4b20-81ff-041bd9d95748,1597059728729:64f6ef2a-ab89-4a70-9c62-3f1e542c754f,3,"['23', '24', '27']",2,"['10', '38']",3,"['23', '24', '27']"
