,testId,instanceId,size,isEmpty,peek_obj_type,calledMethod,diff
1328,1597050830281:4b06dffd-a681-41a3-b707-3d61c85cedb5,1597050830281:a3804a12-a211-412d-877c-b176f48ee915,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1330,1597050830281:4b06dffd-a681-41a3-b707-3d61c85cedb5,1597050830281:65c9202a-71e9-49df-a4e5-7a3aaab3263c,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1333,1597050830281:176361f2-8d32-4ac0-89bb-c5e451302a50,1597050830281:92811dbc-8334-4830-8026-bf32114d8f19,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1334,1597050830281:176361f2-8d32-4ac0-89bb-c5e451302a50,1597050830281:92811dbc-8334-4830-8026-bf32114d8f19,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1336,1597050830281:176361f2-8d32-4ac0-89bb-c5e451302a50,1597050830281:03e44e9f-abee-454c-ae06-22649f7f9642,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1338,1597050830281:1036a824-2a0f-493f-bb46-5a23e6eb904d,1597050830281:5d39e26d-2c82-4c16-89c7-c1e1b7da3cb8,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1339,1597050830281:1036a824-2a0f-493f-bb46-5a23e6eb904d,1597050830281:5d39e26d-2c82-4c16-89c7-c1e1b7da3cb8,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1341,1597050830281:1036a824-2a0f-493f-bb46-5a23e6eb904d,1597050830281:540ebb7f-4f1e-494e-bac0-0d8d52636334,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1342,1597050830281:1036a824-2a0f-493f-bb46-5a23e6eb904d,1597050830281:540ebb7f-4f1e-494e-bac0-0d8d52636334,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1343,1597050830281:1036a824-2a0f-493f-bb46-5a23e6eb904d,1597050830281:540ebb7f-4f1e-494e-bac0-0d8d52636334,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1344,1597050830281:1036a824-2a0f-493f-bb46-5a23e6eb904d,1597050830281:540ebb7f-4f1e-494e-bac0-0d8d52636334,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1345,1597050830281:1036a824-2a0f-493f-bb46-5a23e6eb904d,1597050830281:540ebb7f-4f1e-494e-bac0-0d8d52636334,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1347,1597050830281:0891325c-79ec-4b06-9758-d6204ed75499,1597050830281:c9a96aff-3eb8-48ac-b41a-b9a3d2d3c104,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1348,1597050830281:0891325c-79ec-4b06-9758-d6204ed75499,1597050830281:c9a96aff-3eb8-48ac-b41a-b9a3d2d3c104,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1350,1597050830281:0891325c-79ec-4b06-9758-d6204ed75499,1597050830281:6409c622-3efa-4f90-bb70-b529720fcd8f,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1352,1597050830280:f7c10adf-cac7-426d-b3c4-8f1b11575cbb,1597050830280:f8eff5c5-1908-469a-a4e5-6c37b72d76c4,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1353,1597050830280:f7c10adf-cac7-426d-b3c4-8f1b11575cbb,1597050830280:f8eff5c5-1908-469a-a4e5-6c37b72d76c4,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1354,1597050830280:f7c10adf-cac7-426d-b3c4-8f1b11575cbb,1597050830280:f8eff5c5-1908-469a-a4e5-6c37b72d76c4,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1357,1597050830280:e3f26256-109f-44b1-bf7d-ab4590b0e0ea,1597050830280:cf712bbb-15bf-44c2-9b65-731d5df30d35,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1359,1597050830280:e3f26256-109f-44b1-bf7d-ab4590b0e0ea,1597050830280:bfc4f503-b8c7-456d-85ee-e80126231f5d,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1360,1597050830280:e3f26256-109f-44b1-bf7d-ab4590b0e0ea,1597050830280:bfc4f503-b8c7-456d-85ee-e80126231f5d,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1362,1597050830280:c8bc6948-a4b7-418c-8e3d-626796af6733,1597050830280:2c41db9b-f9fb-47ee-a2d4-4718be09944b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1363,1597050830280:c8bc6948-a4b7-418c-8e3d-626796af6733,1597050830280:2c41db9b-f9fb-47ee-a2d4-4718be09944b,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1364,1597050830280:c8bc6948-a4b7-418c-8e3d-626796af6733,1597050830280:2c41db9b-f9fb-47ee-a2d4-4718be09944b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1365,1597050830280:c8bc6948-a4b7-418c-8e3d-626796af6733,1597050830280:2c41db9b-f9fb-47ee-a2d4-4718be09944b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1366,1597050830280:c8bc6948-a4b7-418c-8e3d-626796af6733,1597050830280:2c41db9b-f9fb-47ee-a2d4-4718be09944b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1367,1597050830280:c8bc6948-a4b7-418c-8e3d-626796af6733,1597050830280:2c41db9b-f9fb-47ee-a2d4-4718be09944b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1368,1597050830280:c8bc6948-a4b7-418c-8e3d-626796af6733,1597050830280:2c41db9b-f9fb-47ee-a2d4-4718be09944b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1369,1597050830280:c8bc6948-a4b7-418c-8e3d-626796af6733,1597050830280:2c41db9b-f9fb-47ee-a2d4-4718be09944b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1370,1597050830280:c8bc6948-a4b7-418c-8e3d-626796af6733,1597050830280:2c41db9b-f9fb-47ee-a2d4-4718be09944b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""pop""",No
1372,1597050830280:59c88f5f-b2d9-400c-9fd7-431ae9332ee6,1597050830280:e200591a-c2c9-489c-9994-efd8081758b2,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1373,1597050830280:59c88f5f-b2d9-400c-9fd7-431ae9332ee6,1597050830280:e200591a-c2c9-489c-9994-efd8081758b2,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1375,1597050830280:59c88f5f-b2d9-400c-9fd7-431ae9332ee6,1597050830280:75759945-5183-4673-829c-695106bfea75,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1376,1597050830280:59c88f5f-b2d9-400c-9fd7-431ae9332ee6,1597050830280:75759945-5183-4673-829c-695106bfea75,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1377,1597050830280:59c88f5f-b2d9-400c-9fd7-431ae9332ee6,1597050830280:75759945-5183-4673-829c-695106bfea75,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1378,1597050830280:59c88f5f-b2d9-400c-9fd7-431ae9332ee6,1597050830280:75759945-5183-4673-829c-695106bfea75,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1379,1597050830280:59c88f5f-b2d9-400c-9fd7-431ae9332ee6,1597050830280:75759945-5183-4673-829c-695106bfea75,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1381,1597050830280:31f4d65d-73a2-4c14-96f8-8fa8c18fda19,1597050830280:e70498b8-dcff-4ad8-bf2c-3798b00de709,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1382,1597050830280:31f4d65d-73a2-4c14-96f8-8fa8c18fda19,1597050830280:e70498b8-dcff-4ad8-bf2c-3798b00de709,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1385,1597050830280:22df8518-90b0-4659-8809-ef014a69a036,1597050830280:a84d6acb-db91-4ebe-9550-bc3f23b2df32,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1386,1597050830280:22df8518-90b0-4659-8809-ef014a69a036,1597050830280:a84d6acb-db91-4ebe-9550-bc3f23b2df32,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1388,1597050830280:22df8518-90b0-4659-8809-ef014a69a036,1597050830280:56da5198-db07-48cc-ad19-12b458ae8b8d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1389,1597050830280:22df8518-90b0-4659-8809-ef014a69a036,1597050830280:56da5198-db07-48cc-ad19-12b458ae8b8d,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1390,1597050830280:22df8518-90b0-4659-8809-ef014a69a036,1597050830280:56da5198-db07-48cc-ad19-12b458ae8b8d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1391,1597050830280:22df8518-90b0-4659-8809-ef014a69a036,1597050830280:56da5198-db07-48cc-ad19-12b458ae8b8d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1392,1597050830280:22df8518-90b0-4659-8809-ef014a69a036,1597050830280:56da5198-db07-48cc-ad19-12b458ae8b8d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1394,1597050830280:22df8518-90b0-4659-8809-ef014a69a036,1597050830280:05737ddd-24e3-44a0-ac9d-bacc3cf155df,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1396,1597050830280:1f681c97-80a1-4f46-bc55-9319a9d5e98f,1597050830280:0c5faa3a-92ad-40b7-b12a-9efd70c5579b,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1397,1597050830280:1f681c97-80a1-4f46-bc55-9319a9d5e98f,1597050830280:0c5faa3a-92ad-40b7-b12a-9efd70c5579b,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1399,1597050830279:c91c1970-3823-4efe-8920-96038f59d424,1597050830279:fd179abd-cf64-4e59-a297-33a56747f7a6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1400,1597050830279:c91c1970-3823-4efe-8920-96038f59d424,1597050830279:fd179abd-cf64-4e59-a297-33a56747f7a6,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1401,1597050830279:c91c1970-3823-4efe-8920-96038f59d424,1597050830279:fd179abd-cf64-4e59-a297-33a56747f7a6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1403,1597050830279:c91c1970-3823-4efe-8920-96038f59d424,1597050830279:855ae3d1-7035-4333-aaaf-653031a1176d,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1404,1597050830279:c91c1970-3823-4efe-8920-96038f59d424,1597050830279:855ae3d1-7035-4333-aaaf-653031a1176d,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1407,1597050830279:c79433b6-aa76-47cd-a706-52eac552ec2b,1597050830279:b4c1edf3-fb4e-44d9-9ddd-225711f60640,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1409,1597050830279:c79433b6-aa76-47cd-a706-52eac552ec2b,1597050830279:0c548453-7b7b-4a60-b5f8-34c61a899bd4,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1410,1597050830279:c79433b6-aa76-47cd-a706-52eac552ec2b,1597050830279:0c548453-7b7b-4a60-b5f8-34c61a899bd4,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1412,1597050830279:b208d6e6-2442-43d0-96c2-86ce0ed00118,1597050830279:fad9c4a8-e8f0-492e-9aab-218ed519ce46,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1413,1597050830279:b208d6e6-2442-43d0-96c2-86ce0ed00118,1597050830279:fad9c4a8-e8f0-492e-9aab-218ed519ce46,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1414,1597050830279:b208d6e6-2442-43d0-96c2-86ce0ed00118,1597050830279:fad9c4a8-e8f0-492e-9aab-218ed519ce46,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1415,1597050830279:b208d6e6-2442-43d0-96c2-86ce0ed00118,1597050830279:fad9c4a8-e8f0-492e-9aab-218ed519ce46,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1416,1597050830279:b208d6e6-2442-43d0-96c2-86ce0ed00118,1597050830279:fad9c4a8-e8f0-492e-9aab-218ed519ce46,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1418,1597050830279:b208d6e6-2442-43d0-96c2-86ce0ed00118,1597050830279:a447b407-0f79-4165-ad7d-b8091bb8fd20,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1419,1597050830279:b208d6e6-2442-43d0-96c2-86ce0ed00118,1597050830279:a447b407-0f79-4165-ad7d-b8091bb8fd20,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1420,1597050830279:b208d6e6-2442-43d0-96c2-86ce0ed00118,1597050830279:a447b407-0f79-4165-ad7d-b8091bb8fd20,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1422,1597050830279:b208d6e6-2442-43d0-96c2-86ce0ed00118,1597050830279:750bf1a7-5978-432b-ae2c-985f759cbce2,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1423,1597050830279:b208d6e6-2442-43d0-96c2-86ce0ed00118,1597050830279:750bf1a7-5978-432b-ae2c-985f759cbce2,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1425,1597050830279:94380175-5c66-4767-9f3e-7e3b7c905cf3,1597050830279:a022687a-3991-4021-86cf-6c8592d6a690,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1426,1597050830279:94380175-5c66-4767-9f3e-7e3b7c905cf3,1597050830279:a022687a-3991-4021-86cf-6c8592d6a690,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1427,1597050830279:94380175-5c66-4767-9f3e-7e3b7c905cf3,1597050830279:a022687a-3991-4021-86cf-6c8592d6a690,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1428,1597050830279:94380175-5c66-4767-9f3e-7e3b7c905cf3,1597050830279:a022687a-3991-4021-86cf-6c8592d6a690,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1429,1597050830279:94380175-5c66-4767-9f3e-7e3b7c905cf3,1597050830279:a022687a-3991-4021-86cf-6c8592d6a690,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1431,1597050830279:94380175-5c66-4767-9f3e-7e3b7c905cf3,1597050830279:7b0838e8-54d0-4a7f-b816-b98bb6bcdc2c,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1432,1597050830279:94380175-5c66-4767-9f3e-7e3b7c905cf3,1597050830279:7b0838e8-54d0-4a7f-b816-b98bb6bcdc2c,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1434,1597050830279:4e11aaaa-a990-4e5c-a3d9-44734acee9b4,1597050830279:e43e36a1-14f2-4450-af6e-61df3258e0f4,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1435,1597050830279:4e11aaaa-a990-4e5c-a3d9-44734acee9b4,1597050830279:e43e36a1-14f2-4450-af6e-61df3258e0f4,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1437,1597050830279:4e11aaaa-a990-4e5c-a3d9-44734acee9b4,1597050830279:da436073-769f-4f73-a0fe-c7d0d9058822,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1438,1597050830279:4e11aaaa-a990-4e5c-a3d9-44734acee9b4,1597050830279:da436073-769f-4f73-a0fe-c7d0d9058822,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""",Yes
1440,1597050830279:2bbf9e0b-3e65-4954-8754-9bf48c98b4b7,1597050830279:81eb8236-94f8-4fe1-b194-520d0221e912,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1441,1597050830279:2bbf9e0b-3e65-4954-8754-9bf48c98b4b7,1597050830279:81eb8236-94f8-4fe1-b194-520d0221e912,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1443,1597050830278:e5f9cd84-2d40-4d6c-bb7d-9ba1ba0f0aaf,1597050830278:5334b467-b821-4774-a9dc-cabd3a3a6b75,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1444,1597050830278:e5f9cd84-2d40-4d6c-bb7d-9ba1ba0f0aaf,1597050830278:5334b467-b821-4774-a9dc-cabd3a3a6b75,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1446,1597050830278:cbba30b0-3bd6-4c0b-a212-cdcbe7022d98,1597050830278:f88c6b5d-cd7b-4407-b19f-e97df099ba14,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1447,1597050830278:cbba30b0-3bd6-4c0b-a212-cdcbe7022d98,1597050830278:f88c6b5d-cd7b-4407-b19f-e97df099ba14,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1449,1597050830278:89ff89c4-edce-48d6-ac07-18cfde24b83b,1597050830278:a5bce282-a59a-4563-8ee5-8a9c742deae6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1450,1597050830278:89ff89c4-edce-48d6-ac07-18cfde24b83b,1597050830278:a5bce282-a59a-4563-8ee5-8a9c742deae6,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1451,1597050830278:89ff89c4-edce-48d6-ac07-18cfde24b83b,1597050830278:a5bce282-a59a-4563-8ee5-8a9c742deae6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1453,1597050830278:89ff89c4-edce-48d6-ac07-18cfde24b83b,1597050830278:2cadd480-02f9-4749-a423-d08c9af3968a,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1454,1597050830278:89ff89c4-edce-48d6-ac07-18cfde24b83b,1597050830278:2cadd480-02f9-4749-a423-d08c9af3968a,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1456,1597050830278:7cfc9aef-dff0-4841-bef1-22dfe31bb738,1597050830278:2d43313e-e19f-42df-92cd-383e170e61fe,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1457,1597050830278:7cfc9aef-dff0-4841-bef1-22dfe31bb738,1597050830278:2d43313e-e19f-42df-92cd-383e170e61fe,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1459,1597050830278:7c35c729-fd7e-4af8-b7ad-0bc0bc474de1,1597050830278:bbcbaac8-b059-4b9f-b6d8-4931be83c275,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1460,1597050830278:7c35c729-fd7e-4af8-b7ad-0bc0bc474de1,1597050830278:bbcbaac8-b059-4b9f-b6d8-4931be83c275,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1462,1597050830278:51133ea0-e070-47d8-8b1b-7c794f998e41,1597050830278:72083a5e-dea4-4db1-83d3-6fb8b5982f31,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1463,1597050830278:51133ea0-e070-47d8-8b1b-7c794f998e41,1597050830278:72083a5e-dea4-4db1-83d3-6fb8b5982f31,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1464,1597050830278:51133ea0-e070-47d8-8b1b-7c794f998e41,1597050830278:72083a5e-dea4-4db1-83d3-6fb8b5982f31,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1466,1597050830278:30431e7b-fac7-4776-82af-d1701b9092ae,1597050830278:7cb8e4bc-2054-4a05-8881-9f9a06aa067a,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1467,1597050830278:30431e7b-fac7-4776-82af-d1701b9092ae,1597050830278:7cb8e4bc-2054-4a05-8881-9f9a06aa067a,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1469,1597050830278:30431e7b-fac7-4776-82af-d1701b9092ae,1597050830278:09e298e9-ea0a-4537-9606-5621de208403,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1470,1597050830278:30431e7b-fac7-4776-82af-d1701b9092ae,1597050830278:09e298e9-ea0a-4537-9606-5621de208403,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""",Yes
1472,1597050830278:09d55163-d124-4b5a-be96-7126c9e5e12d,1597050830278:a50a2bbf-5458-40e9-b09a-a99ce09106f6,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1473,1597050830278:09d55163-d124-4b5a-be96-7126c9e5e12d,1597050830278:a50a2bbf-5458-40e9-b09a-a99ce09106f6,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""",Yes
1474,1597050830278:09d55163-d124-4b5a-be96-7126c9e5e12d,1597050830278:a50a2bbf-5458-40e9-b09a-a99ce09106f6,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""",Yes
1476,1597050830278:09d55163-d124-4b5a-be96-7126c9e5e12d,1597050830278:066d4283-70f5-4781-8681-4b73fb1911de,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1477,1597050830278:09d55163-d124-4b5a-be96-7126c9e5e12d,1597050830278:066d4283-70f5-4781-8681-4b73fb1911de,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1479,1597050830277:ec3e282c-9f5d-474f-b880-4910feb22fdc,1597050830277:295fe3a6-9582-48de-90cd-0db02be75302,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1480,1597050830277:ec3e282c-9f5d-474f-b880-4910feb22fdc,1597050830277:295fe3a6-9582-48de-90cd-0db02be75302,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1482,1597050830277:ce641e83-381e-4947-b568-1bc6ad0f9934,1597050830277:7c8cb182-1a0c-4084-bb1c-8114597fd89a,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1483,1597050830277:ce641e83-381e-4947-b568-1bc6ad0f9934,1597050830277:7c8cb182-1a0c-4084-bb1c-8114597fd89a,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
1485,1597050830277:ce641e83-381e-4947-b568-1bc6ad0f9934,1597050830277:7202879e-b4a2-4255-ba08-7bd4e1257fe5,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1486,1597050830277:ce641e83-381e-4947-b568-1bc6ad0f9934,1597050830277:7202879e-b4a2-4255-ba08-7bd4e1257fe5,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
1487,1597050830277:ce641e83-381e-4947-b568-1bc6ad0f9934,1597050830277:7202879e-b4a2-4255-ba08-7bd4e1257fe5,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1488,1597050830277:ce641e83-381e-4947-b568-1bc6ad0f9934,1597050830277:7202879e-b4a2-4255-ba08-7bd4e1257fe5,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1489,1597050830277:ce641e83-381e-4947-b568-1bc6ad0f9934,1597050830277:7202879e-b4a2-4255-ba08-7bd4e1257fe5,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
1491,1597050830277:cc5a25e7-7aef-41cb-97a0-552e4fd98c41,1597050830277:6d2d6721-5fe4-4529-bfa4-cfbfac41080e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
