,testId,instanceId,size,isEmpty,peek_obj_type,calledMethod,diff
8549,1597050829984:69fcc8d1-8965-45a4-8c5c-92e6aa67d32f,1597050829984:f174a46e-4cac-4b0a-8242-356882f8fa15,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8550,1597050829984:69fcc8d1-8965-45a4-8c5c-92e6aa67d32f,1597050829984:f174a46e-4cac-4b0a-8242-356882f8fa15,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""",Yes
8552,1597050829984:69fcc8d1-8965-45a4-8c5c-92e6aa67d32f,1597050829984:56c7a258-a6ed-48e5-abed-0ca5f0056112,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8553,1597050829984:69fcc8d1-8965-45a4-8c5c-92e6aa67d32f,1597050829984:56c7a258-a6ed-48e5-abed-0ca5f0056112,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
8555,1597050829984:6220da83-9c33-405b-96e0-f82c518e7cc0,1597050829984:ba5319d3-9b22-493f-bece-ef0e718774a0,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8556,1597050829984:6220da83-9c33-405b-96e0-f82c518e7cc0,1597050829984:ba5319d3-9b22-493f-bece-ef0e718774a0,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
8559,1597050829984:11acd5e6-5f98-4c69-8805-0a020001984f,1597050829984:6c537be1-8c97-4d1f-9906-85311d1c9d3e,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8561,1597050829984:11acd5e6-5f98-4c69-8805-0a020001984f,1597050829984:06d292c8-13a9-4de3-a060-758e160f0c04,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8562,1597050829984:11acd5e6-5f98-4c69-8805-0a020001984f,1597050829984:06d292c8-13a9-4de3-a060-758e160f0c04,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
8564,1597050829983:8179e304-ebc5-4efb-8e38-ff36f89589fd,1597050829983:388bd614-a7f5-4c96-89f8-dfdec30c71f0,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8565,1597050829983:8179e304-ebc5-4efb-8e38-ff36f89589fd,1597050829983:388bd614-a7f5-4c96-89f8-dfdec30c71f0,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
8567,1597050829983:60dac719-9178-4afa-944b-508f269c0863,1597050829983:de3d0792-f88a-45b3-ae90-f1160bd3c822,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8568,1597050829983:60dac719-9178-4afa-944b-508f269c0863,1597050829983:de3d0792-f88a-45b3-ae90-f1160bd3c822,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
8570,1597050829983:42cc482f-3ddf-451e-93b7-9bc65e35adc4,1597050829983:661323fe-656c-40e9-8b44-85a6a24da43d,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8571,1597050829983:42cc482f-3ddf-451e-93b7-9bc65e35adc4,1597050829983:661323fe-656c-40e9-8b44-85a6a24da43d,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
8573,1597050829983:268379df-14d6-4d7f-9ef9-c963b0bcbd3e,1597050829983:26364837-65f8-4f98-b122-e2b1aa741a2f,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8574,1597050829983:268379df-14d6-4d7f-9ef9-c963b0bcbd3e,1597050829983:26364837-65f8-4f98-b122-e2b1aa741a2f,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
8576,1597050829983:25c18231-2eea-4edc-a079-0f45424d26ca,1597050829983:ab5db12c-8a50-499f-9492-51d05c7bc79e,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8577,1597050829983:25c18231-2eea-4edc-a079-0f45424d26ca,1597050829983:ab5db12c-8a50-499f-9492-51d05c7bc79e,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
8579,1597050829983:25c18231-2eea-4edc-a079-0f45424d26ca,1597050829983:33e9fd50-83d9-49bc-9440-3ba415388b32,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8580,1597050829983:25c18231-2eea-4edc-a079-0f45424d26ca,1597050829983:33e9fd50-83d9-49bc-9440-3ba415388b32,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""",Yes
8582,1597050829983:09dedde3-cfd0-4cba-b14d-378376b123a2,1597050829983:f32cb886-3c00-474c-ac03-0d96e105a5f8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
8583,1597050829983:09dedde3-cfd0-4cba-b14d-378376b123a2,1597050829983:f32cb886-3c00-474c-ac03-0d96e105a5f8,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8584,1597050829983:09dedde3-cfd0-4cba-b14d-378376b123a2,1597050829983:f32cb886-3c00-474c-ac03-0d96e105a5f8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
8585,1597050829983:09dedde3-cfd0-4cba-b14d-378376b123a2,1597050829983:f32cb886-3c00-474c-ac03-0d96e105a5f8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
8586,1597050829983:09dedde3-cfd0-4cba-b14d-378376b123a2,1597050829983:f32cb886-3c00-474c-ac03-0d96e105a5f8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
8588,1597050829982:e29965c9-9f4c-4176-9faf-98c960d3e2b6,1597050829982:db388fc9-1cd2-485b-ad77-789f75731d46,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8589,1597050829982:e29965c9-9f4c-4176-9faf-98c960d3e2b6,1597050829982:db388fc9-1cd2-485b-ad77-789f75731d46,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
8591,1597050829982:e29965c9-9f4c-4176-9faf-98c960d3e2b6,1597050829982:750e4bdb-3711-4263-834a-8bcbb77e4605,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
8592,1597050829982:e29965c9-9f4c-4176-9faf-98c960d3e2b6,1597050829982:750e4bdb-3711-4263-834a-8bcbb77e4605,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8593,1597050829982:e29965c9-9f4c-4176-9faf-98c960d3e2b6,1597050829982:750e4bdb-3711-4263-834a-8bcbb77e4605,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
8594,1597050829982:e29965c9-9f4c-4176-9faf-98c960d3e2b6,1597050829982:750e4bdb-3711-4263-834a-8bcbb77e4605,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
8595,1597050829982:e29965c9-9f4c-4176-9faf-98c960d3e2b6,1597050829982:750e4bdb-3711-4263-834a-8bcbb77e4605,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
8597,1597050829982:7845f88f-58ac-43ec-a09d-e093181e83c8,1597050829982:88664151-ab59-4490-b742-e6dd2ae8628f,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8598,1597050829982:7845f88f-58ac-43ec-a09d-e093181e83c8,1597050829982:88664151-ab59-4490-b742-e6dd2ae8628f,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
8600,1597050829982:614395ba-cf99-4a0c-9191-3d02d52a813a,1597050829982:f7ce003a-57a7-40ff-8f3f-856b234a3a97,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8601,1597050829982:614395ba-cf99-4a0c-9191-3d02d52a813a,1597050829982:f7ce003a-57a7-40ff-8f3f-856b234a3a97,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
8603,1597050829982:614395ba-cf99-4a0c-9191-3d02d52a813a,1597050829982:68814b37-ae4a-4974-af2d-2d4262a973a4,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
8604,1597050829982:614395ba-cf99-4a0c-9191-3d02d52a813a,1597050829982:68814b37-ae4a-4974-af2d-2d4262a973a4,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8605,1597050829982:614395ba-cf99-4a0c-9191-3d02d52a813a,1597050829982:68814b37-ae4a-4974-af2d-2d4262a973a4,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
8606,1597050829982:614395ba-cf99-4a0c-9191-3d02d52a813a,1597050829982:68814b37-ae4a-4974-af2d-2d4262a973a4,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
8607,1597050829982:614395ba-cf99-4a0c-9191-3d02d52a813a,1597050829982:68814b37-ae4a-4974-af2d-2d4262a973a4,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
8609,1597050829982:2a34c922-02d6-47fd-8e3c-9d0f9b21afef,1597050829982:91ad7a69-c941-4214-bfe8-66cece14e58b,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8610,1597050829982:2a34c922-02d6-47fd-8e3c-9d0f9b21afef,1597050829982:91ad7a69-c941-4214-bfe8-66cece14e58b,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
8612,1597050829982:2a34c922-02d6-47fd-8e3c-9d0f9b21afef,1597050829982:7c6b2b24-caad-448d-8a2e-d6c435b450df,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
8613,1597050829982:2a34c922-02d6-47fd-8e3c-9d0f9b21afef,1597050829982:7c6b2b24-caad-448d-8a2e-d6c435b450df,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8614,1597050829982:2a34c922-02d6-47fd-8e3c-9d0f9b21afef,1597050829982:7c6b2b24-caad-448d-8a2e-d6c435b450df,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
8615,1597050829982:2a34c922-02d6-47fd-8e3c-9d0f9b21afef,1597050829982:7c6b2b24-caad-448d-8a2e-d6c435b450df,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
8616,1597050829982:2a34c922-02d6-47fd-8e3c-9d0f9b21afef,1597050829982:7c6b2b24-caad-448d-8a2e-d6c435b450df,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
8618,1597050829982:2a34c922-02d6-47fd-8e3c-9d0f9b21afef,1597050829982:4300d802-6075-4661-9dd5-ac13b340b219,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
8619,1597050829982:2a34c922-02d6-47fd-8e3c-9d0f9b21afef,1597050829982:4300d802-6075-4661-9dd5-ac13b340b219,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8620,1597050829982:2a34c922-02d6-47fd-8e3c-9d0f9b21afef,1597050829982:4300d802-6075-4661-9dd5-ac13b340b219,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
8621,1597050829982:2a34c922-02d6-47fd-8e3c-9d0f9b21afef,1597050829982:4300d802-6075-4661-9dd5-ac13b340b219,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
8622,1597050829982:2a34c922-02d6-47fd-8e3c-9d0f9b21afef,1597050829982:4300d802-6075-4661-9dd5-ac13b340b219,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
8623,1597050829982:2a34c922-02d6-47fd-8e3c-9d0f9b21afef,1597050829982:4300d802-6075-4661-9dd5-ac13b340b219,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
8624,1597050829982:2a34c922-02d6-47fd-8e3c-9d0f9b21afef,1597050829982:4300d802-6075-4661-9dd5-ac13b340b219,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
8627,1597050829981:caf539ed-205f-4215-b112-64dfd8b18e2f,1597050829981:8d5418cb-0412-4eab-93d0-582ef37de575,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8629,1597050829981:caf539ed-205f-4215-b112-64dfd8b18e2f,1597050829981:6f09d48b-257b-4a22-a37d-3c2287f04212,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8630,1597050829981:caf539ed-205f-4215-b112-64dfd8b18e2f,1597050829981:6f09d48b-257b-4a22-a37d-3c2287f04212,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
8632,1597050829981:c593383e-29a0-49fa-8bfa-e9d2f2f0fdfa,1597050829981:e1a6d095-bce6-4d96-b413-dbcb82125ffc,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8633,1597050829981:c593383e-29a0-49fa-8bfa-e9d2f2f0fdfa,1597050829981:e1a6d095-bce6-4d96-b413-dbcb82125ffc,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
8635,1597050829981:c593383e-29a0-49fa-8bfa-e9d2f2f0fdfa,1597050829981:67110d09-2555-4c67-b81e-0cfd35532fbb,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8636,1597050829981:c593383e-29a0-49fa-8bfa-e9d2f2f0fdfa,1597050829981:67110d09-2555-4c67-b81e-0cfd35532fbb,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""",Yes
8638,1597050829981:1d482011-4e2c-416c-bf4c-c35ad7d9954a,1597050829981:82828bed-cbf3-42db-b780-d544dc8ba709,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8639,1597050829981:1d482011-4e2c-416c-bf4c-c35ad7d9954a,1597050829981:82828bed-cbf3-42db-b780-d544dc8ba709,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
8641,1597050829981:1b180518-01e9-4bac-bd5e-18b8fcc22de6,1597050829981:e1c42a4e-e364-40fb-86ee-afe553040dcd,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8643,1597050829981:1b180518-01e9-4bac-bd5e-18b8fcc22de6,1597050829981:869ed221-1606-4960-a246-29f15db8859a,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8644,1597050829981:1b180518-01e9-4bac-bd5e-18b8fcc22de6,1597050829981:869ed221-1606-4960-a246-29f15db8859a,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
8646,1597050829981:11f70afe-7713-4fb9-afc1-586a2debee9c,1597050829981:f85a9fda-d817-41c7-8bc5-5619001a239b,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8647,1597050829981:11f70afe-7713-4fb9-afc1-586a2debee9c,1597050829981:f85a9fda-d817-41c7-8bc5-5619001a239b,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
8649,1597050829981:11f70afe-7713-4fb9-afc1-586a2debee9c,1597050829981:0a57b784-60e3-475b-bb7b-a073c157d07c,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8650,1597050829981:11f70afe-7713-4fb9-afc1-586a2debee9c,1597050829981:0a57b784-60e3-475b-bb7b-a073c157d07c,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""",Yes
8652,1597050829980:6a39a619-4438-4f18-a4bb-5c68b4534b22,1597050829980:1e0fb958-2b82-49de-abfc-c70b33233ddc,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8653,1597050829980:6a39a619-4438-4f18-a4bb-5c68b4534b22,1597050829980:1e0fb958-2b82-49de-abfc-c70b33233ddc,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
8655,1597050829980:3398d85e-2ddc-4a1a-99fa-a92fcba980d7,1597050829980:c3697f1f-a2fe-4a4d-b279-5f0b585cc90f,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8656,1597050829980:3398d85e-2ddc-4a1a-99fa-a92fcba980d7,1597050829980:c3697f1f-a2fe-4a4d-b279-5f0b585cc90f,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
8658,1597050829980:225ab3bb-d804-4858-84ba-f0760d93dede,1597050829980:edc29213-b330-4b78-a849-a869a0e08302,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8660,1597050829980:225ab3bb-d804-4858-84ba-f0760d93dede,1597050829980:ea9cb098-5dd5-4003-ad0a-acc8d9b9779e,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8661,1597050829980:225ab3bb-d804-4858-84ba-f0760d93dede,1597050829980:ea9cb098-5dd5-4003-ad0a-acc8d9b9779e,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
8663,1597050829980:11f8f25d-b58b-4282-bb18-2d35f9fb3aeb,1597050829980:b3b0cfa2-6fc4-4a61-becf-2336e7d183a8,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8664,1597050829980:11f8f25d-b58b-4282-bb18-2d35f9fb3aeb,1597050829980:b3b0cfa2-6fc4-4a61-becf-2336e7d183a8,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
8666,1597050829980:11f8f25d-b58b-4282-bb18-2d35f9fb3aeb,1597050829980:9b5dced7-2c22-4a84-9626-4b57543e39d7,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8667,1597050829980:11f8f25d-b58b-4282-bb18-2d35f9fb3aeb,1597050829980:9b5dced7-2c22-4a84-9626-4b57543e39d7,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""",Yes
8668,1597050829980:11f8f25d-b58b-4282-bb18-2d35f9fb3aeb,1597050829980:9b5dced7-2c22-4a84-9626-4b57543e39d7,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""",Yes
8670,1597050829980:0241f8d9-a02d-4857-92ef-bef6fc50ee60,1597050829980:beebabcb-e01c-4ce8-8961-f447d1f2ba39,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8671,1597050829980:0241f8d9-a02d-4857-92ef-bef6fc50ee60,1597050829980:beebabcb-e01c-4ce8-8961-f447d1f2ba39,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
8673,1597050829980:0241f8d9-a02d-4857-92ef-bef6fc50ee60,1597050829980:634bf6fc-4f2b-4747-b02a-8b51bc2f16b9,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8674,1597050829980:0241f8d9-a02d-4857-92ef-bef6fc50ee60,1597050829980:634bf6fc-4f2b-4747-b02a-8b51bc2f16b9,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""",Yes
8676,1597050829979:fef0e333-9939-4c02-93f8-57b59c01598d,1597050829979:30fb08b8-7b82-4407-b606-714abce02ea4,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8677,1597050829979:fef0e333-9939-4c02-93f8-57b59c01598d,1597050829979:30fb08b8-7b82-4407-b606-714abce02ea4,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
8679,1597050829979:a50ae3ef-f1d3-44e2-9ead-0098c90cfc38,1597050829979:c4325134-9f74-4289-a002-b59383840887,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
8680,1597050829979:a50ae3ef-f1d3-44e2-9ead-0098c90cfc38,1597050829979:c4325134-9f74-4289-a002-b59383840887,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8681,1597050829979:a50ae3ef-f1d3-44e2-9ead-0098c90cfc38,1597050829979:c4325134-9f74-4289-a002-b59383840887,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
8682,1597050829979:a50ae3ef-f1d3-44e2-9ead-0098c90cfc38,1597050829979:c4325134-9f74-4289-a002-b59383840887,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
8683,1597050829979:a50ae3ef-f1d3-44e2-9ead-0098c90cfc38,1597050829979:c4325134-9f74-4289-a002-b59383840887,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
8685,1597050829979:a50ae3ef-f1d3-44e2-9ead-0098c90cfc38,1597050829979:9eb2f463-d62d-4205-883c-128f83b08257,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8686,1597050829979:a50ae3ef-f1d3-44e2-9ead-0098c90cfc38,1597050829979:9eb2f463-d62d-4205-883c-128f83b08257,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
8688,1597050829979:374d2ec8-6adc-4320-9e56-4373fdbec835,1597050829979:81e4dc24-d9ea-4599-8c23-4133f342d534,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8689,1597050829979:374d2ec8-6adc-4320-9e56-4373fdbec835,1597050829979:81e4dc24-d9ea-4599-8c23-4133f342d534,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
8691,1597050829979:0861cbe3-ff63-4c46-aade-b620d9120812,1597050829979:95381b74-9f24-4b1f-aeba-abbcab86e086,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
8692,1597050829979:0861cbe3-ff63-4c46-aade-b620d9120812,1597050829979:95381b74-9f24-4b1f-aeba-abbcab86e086,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8693,1597050829979:0861cbe3-ff63-4c46-aade-b620d9120812,1597050829979:95381b74-9f24-4b1f-aeba-abbcab86e086,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
8694,1597050829979:0861cbe3-ff63-4c46-aade-b620d9120812,1597050829979:95381b74-9f24-4b1f-aeba-abbcab86e086,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""pop""",No
8696,1597050829978:fc197b2a-74e3-49c9-bef8-4eb1944e629a,1597050829978:202351ba-cc80-44bf-bab8-5c71ac80d217,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8697,1597050829978:fc197b2a-74e3-49c9-bef8-4eb1944e629a,1597050829978:202351ba-cc80-44bf-bab8-5c71ac80d217,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
8699,1597050829978:b90e40f4-b7b5-480c-8376-c48d2b8780e7,1597050829978:8fca698f-8fc0-41fd-9e7b-ce1f5a4105bb,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8700,1597050829978:b90e40f4-b7b5-480c-8376-c48d2b8780e7,1597050829978:8fca698f-8fc0-41fd-9e7b-ce1f5a4105bb,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
8702,1597050829978:b90e40f4-b7b5-480c-8376-c48d2b8780e7,1597050829978:37ffdaf0-e1f5-4008-9c20-91919c737fc3,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8703,1597050829978:b90e40f4-b7b5-480c-8376-c48d2b8780e7,1597050829978:37ffdaf0-e1f5-4008-9c20-91919c737fc3,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""",Yes
8704,1597050829978:b90e40f4-b7b5-480c-8376-c48d2b8780e7,1597050829978:37ffdaf0-e1f5-4008-9c20-91919c737fc3,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
8706,1597050829978:a0f0bbb2-f5fa-4e7a-8080-ec52860b59d9,1597050829978:f08cb718-e845-4a0f-a580-55a0e0c2feaa,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8708,1597050829978:a0f0bbb2-f5fa-4e7a-8080-ec52860b59d9,1597050829978:39f3e6f8-ce7b-4440-98ce-febc1ce4d53c,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
8709,1597050829978:a0f0bbb2-f5fa-4e7a-8080-ec52860b59d9,1597050829978:39f3e6f8-ce7b-4440-98ce-febc1ce4d53c,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
8711,1597050829978:93204100-b86c-41dc-88a9-bd9dc6ca42f4,1597050829978:b7a529e6-8bc5-49ea-aaca-1e266f0d8c85,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
