,DataSet,# of unique rows covered by at least one rule,TP,TN,FP,FN,TPR,TNR,FPR,FNR,FDR (false discovery rate),FOR (false omition rate),Accuracy,Misclassification Rate,Precision,Recall,f-measure
0,ur,69,0,69,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,fs2_Mod1_p,66,0,27,0,39,0.0,1.0,0.0,1.0,0.0,0.5909090909090909,0.4090909090909091,0.5909090909090909,0.0,1.0,0.0
2,fs2_Mod2_e,30,2,28,0,0,1.0,1.0,0.0,0.0,0.0,0.0,2.9333333333333336,0.0,1.0,1.0,1.0
3,fs2_Mod3_s,63,0,0,0,63,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4,fs2_Mod4_pes,5,2,0,0,3,0.4,0.0,1.0,0.6,0.0,1.0,2.0,0.6,1.0,0.0,0.0
5,fs2_Mod5_pe,30,2,11,0,17,0.10526315789473684,1.0,0.0,0.8947368421052632,0.0,0.6071428571428571,2.3666666666666667,0.5666666666666667,1.0,1.0,1.0
6,fs2_Mod6_ps,60,0,0,0,60,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
7,fs2_Mod7_es,7,2,0,0,5,0.2857142857142857,0.0,1.0,0.7142857142857143,0.0,1.0,2.0,0.7142857142857143,1.0,0.0,0.0
