,DataSet,# of unique rows covered by at least one rule,TP,TN,FP,FN,TPR,TNR,FPR,FNR,FDR (false discovery rate),FOR (false omition rate),Accuracy,Misclassification Rate,Precision,Recall,f-measure
0,ruleValidator,16,0,16,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,fs1_Mod1_p,17,0,14,0,3,0.0,1.0,0.0,1.0,0.0,0.17647058823529413,0.8235294117647058,0.17647058823529413,0.0,1.0,0.0
2,fs1_Mod2_e,15,1,14,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.9333333333333333,0.0,1.0,1.0,1.0
3,fs1_Mod3_s,5,0,1,0,4,0.0,1.0,0.0,1.0,0.0,0.8,0.2,0.8,0.0,1.0,0.0
4,fs1_Mod4_pes,4,1,1,0,2,0.3333333333333333,1.0,0.0,0.6666666666666667,0.0,0.6666666666666666,1.25,0.5,1.0,1.0,1.0
5,fs1_Mod5_pe,14,1,12,0,1,0.5,1.0,0.0,0.5,0.0,0.07692307692307693,1.8571428571428572,0.07142857142857142,1.0,1.0,1.0
6,fs1_Mod6_ps,6,0,1,0,5,0.0,1.0,0.0,1.0,0.0,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.0,1.0,0.0
7,fs1_Mod7_es,3,1,1,0,1,0.5,1.0,0.0,0.5,0.0,0.5,1.3333333333333333,0.3333333333333333,1.0,1.0,1.0
