,DataSet,# of unique rows covered by at least one rule,TP,TN,FP,FN,TPR,TNR,FPR,FNR,FDR (false discovery rate),FOR (false omition rate),Accuracy,Misclassification Rate,Precision,Recall,f-measure
0,ruleValidator,320,0,320,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,fs4_Mod1_p,308,38,142,0,128,0.2289156626506024,1.0,0.0,0.7710843373493976,0.0,0.4740740740740741,38.46103896103896,0.4155844155844156,1.0,1.0,1.0
2,fs4_Mod2_e,108,20,75,13,0,1.0,0.8522727272727273,0.1477272727272727,0.0,0.3939393939393939,0.0,20.694444444444443,0.12037037037037036,0.6060606060606061,0.8522727272727273,0.7083825265643447
3,fs4_Mod3_s,320,19,83,0,218,0.08016877637130802,1.0,0.0,0.919831223628692,0.0,0.7242524916943521,19.259375,0.68125,1.0,1.0,1.0
4,fs4_Mod4_pes,16,7,7,1,1,0.875,0.875,0.125,0.125,0.125,0.125,7.4375,0.125,0.875,0.875,0.875
5,fs4_Mod5_pe,119,43,58,2,16,0.7288135593220338,0.9666666666666667,0.033333333333333326,0.27118644067796616,0.044444444444444446,0.21621621621621623,43.48739495798319,0.15126050420168066,0.9555555555555556,0.9666666666666667,0.9610789980732178
6,fs4_Mod6_ps,308,57,76,0,175,0.24568965517241378,1.0,0.0,0.7543103448275862,0.0,0.6972111553784861,57.246753246753244,0.5681818181818182,1.0,1.0,1.0
7,fs4_Mod7_es,17,6,8,1,2,0.75,0.8888888888888888,0.11111111111111116,0.25,0.14285714285714285,0.2,6.470588235294118,0.17647058823529413,0.8571428571428571,0.8888888888888888,0.8727272727272727
